"","Sample.y","Sample.x","Chr","Start","End","LOD.score","Length..bp.","Length..Mbp.","Site.x","Subspecies.x","Site.y","Subspecies.y","Km_distance","Generations.ago..assuming.1cM.1Mb.","Years..assuming.25y.generation.","LOD2","years"
"3990","Kay2-25","Fouta3-1","chr21",42107708,42428265,"6,33",320557,"0,32","Bakoun-Sobory","Western","Kayan","Western","201,13","155,98","3899,46",3899.46,3899.46
"3991","Kay2-25","Fouta3-1","chr21",18393017,21329368,"16,04",2936351,"2,94","Bakoun-Sobory","Western","Kayan","Western","201,13","17,03","425,70",425.7,425.7
"3992","Kay2-29","Fouta3-1","chr21",25882820,27599578,"4,81",1716758,"1,72","Bakoun-Sobory","Western","Kayan","Western","201,13","29,12","728,12",728.12,728.12
"3993","Kay2-29","Fouta3-1","chr21",30845915,31720700,"6,09",874785,"0,87","Bakoun-Sobory","Western","Kayan","Western","201,13","57,16","1428,92",1428.92,1428.92
"3994","Kay2-29","Fouta3-1","chr21",15858271,16463913,"3,69",605642,"0,61","Bakoun-Sobory","Western","Kayan","Western","201,13","82,56","2063,93",2063.93,2063.93
"3995","Kay2-29","Fouta3-1","chr21",42566492,45343454,"13,24",2776962,"2,78","Bakoun-Sobory","Western","Kayan","Western","201,13","18,01","450,13",450.13,450.13
"3996","Kay2-29","Fouta3-1","chr21",16778524,18306022,"4,98",1527498,"1,53","Bakoun-Sobory","Western","Kayan","Western","201,13","32,73","818,33",818.33,818.33
"3997","Kay2-29","Fouta3-1","chr21",15202300,15234210,"3,32",31910,"0,03","Bakoun-Sobory","Western","Kayan","Western","201,13","1566,91","39172,67",39172.67,39172.67
"3998","Kay2-41","Fouta3-1","chr21",33371113,33928802,"3,22",557689,"0,56","Bakoun-Sobory","Western","Kayan","Western","201,13","89,66","2241,39",2241.39,2241.39
"3999","Kay2-41","Fouta3-1","chr21",41998483,45618746,"19,37",3620263,"3,62","Bakoun-Sobory","Western","Kayan","Western","201,13","13,81","345,28",345.28,345.28
"4000","Kay2-41","Fouta3-1","chr21",17649404,20196309,"15,03",2546905,"2,55","Bakoun-Sobory","Western","Kayan","Western","201,13","19,63","490,79",490.79,490.79
"4001","Kay2-41","Fouta3-1","chr21",40499578,41219486,"4,03",719908,"0,72","Bakoun-Sobory","Western","Kayan","Western","201,13","69,45","1736,33",1736.33,1736.33
"4002","Kay2-49","Fouta3-1","chr21",29050939,30528228,"3,21",1477289,"1,48","Bakoun-Sobory","Western","Kayan","Western","201,13","33,85","846,14",846.14,846.14
"4003","Kay2-49","Fouta3-1","chr21",44489559,44901279,"3,15",411720,"0,41","Bakoun-Sobory","Western","Kayan","Western","201,13","121,44","3036,04",3036.04,3036.04
"4004","Kay2-54","Fouta3-1","chr21",29179355,31332801,"6,03",2153446,"2,15","Bakoun-Sobory","Western","Kayan","Western","201,13","23,22","580,46",580.46,580.46
"4005","Kay2-54","Fouta3-1","chr21",46170394,47547804,"10,27",1377410,"1,38","Bakoun-Sobory","Western","Kayan","Western","201,13","36,30","907,50",907.5,907.5
"4006","Kay2-54","Fouta3-1","chr21",24915966,27635585,"4,76",2719619,"2,72","Bakoun-Sobory","Western","Kayan","Western","201,13","18,38","459,62",459.62,459.62
"4007","Lib2-10","Fouta3-1","chr21",47027120,48041607,"5,51",1014487,"1,01","Bakoun-Sobory","Western","Sapo","Western","753,29","49,29","1232,15",1232.15,1232.15
"4008","Lib2-28","Fouta3-1","chr21",33522945,33914727,"3,76",391782,"0,39","Bakoun-Sobory","Western","Sapo","Western","753,29","127,62","3190,55",3190.55,3190.55
"4009","Lib2-28","Fouta3-1","chr21",37558705,38038665,"3,51",479960,"0,48","Bakoun-Sobory","Western","Sapo","Western","753,29","104,18","2604,38",2604.38,2604.38
"4010","Nim2-35","Fouta3-1","chr21",20114557,21003516,"3,15",888959,"0,89","Bakoun-Sobory","Western","EastNimba","Western","551,91","56,25","1406,14",1406.14,1406.14
"4011","Nim2-35","Fouta3-1","chr21",16138999,16480642,"3,26",341643,"0,34","Bakoun-Sobory","Western","EastNimba","Western","551,91","146,35","3658,79",3658.79,3658.79
"4012","Sob1-31","Fouta3-1","chr21",34576423,39325862,"24,83",4749439,"4,75","Bakoun-Sobory","Western","Bakoun-Sobory","Western","14,09","10,53","263,19",263.19,263.19
"4013","Sob1-31","Fouta3-1","chr21",20596409,24676410,"13,25",4080001,"4,08","Bakoun-Sobory","Western","Bakoun-Sobory","Western","14,09","12,25","306,37",306.37,306.37
"4014","Tai_R2-15","Fouta3-1","chr21",38134902,38364117,"3,33",229215,"0,23","Bakoun-Sobory","Western","Tai","Western","771,46","218,14","5453,40",5453.4,5453.4
"4015","Tai_R2-15","Fouta3-1","chr21",28172925,28513362,"3,98",340437,"0,34","Bakoun-Sobory","Western","Tai","Western","771,46","146,87","3671,75",3671.75,3671.75
"4016","Tai_R2-15","Fouta3-1","chr21",33185275,33355613,"3,26",170338,"0,17","Bakoun-Sobory","Western","Tai","Western","771,46","293,53","7338,35",7338.35,7338.35
"4017","Tai-E2-35","Fouta3-1","chr21",33290591,33865762,"3,46",575171,"0,58","Bakoun-Sobory","Western","Tai","Western","770,21","86,93","2173,27",2173.27,2173.27
"4018","Baf1-19","Fouta3-25","chr21",28610192,30722603,"9,29",2112411,"2,11","Bakoun-Sobory","Western","Bafing","Western","166,56","23,67","591,74",591.74,591.74
"4019","Baf1-19","Fouta3-25","chr21",17653279,20589419,"13,65",2936140,"2,94","Bakoun-Sobory","Western","Bafing","Western","166,56","17,03","425,73",425.73,425.73
"4020","Baf1-19","Fouta3-25","chr21",39128960,39892171,"4,12",763211,"0,76","Bakoun-Sobory","Western","Bafing","Western","166,56","65,51","1637,82",1637.82,1637.82
"4021","Baf1-19","Fouta3-25","chr21",25806645,27777238,"3,3",1970593,"1,97","Bakoun-Sobory","Western","Bafing","Western","166,56","25,37","634,33",634.33,634.33
"4022","Boe1-32","Fouta3-25","chr21",17991042,18995992,"9,05",1004950,"1,00","Bakoun-Sobory","Western","Boe","Western","312,99","49,75","1243,84",1243.84,1243.84
"4023","Boe1-43","Fouta3-25","chr21",37298989,38293408,"4,35",994419,"0,99","Bakoun-Sobory","Western","Boe","Western","312,99","50,28","1257,02",1257.02,1257.02
"4024","Boe1-43","Fouta3-25","chr21",39173097,39791337,"3,24",618240,"0,62","Bakoun-Sobory","Western","Boe","Western","312,99","80,87","2021,87",2021.87,2021.87
"4025","Boe1-44","Fouta3-25","chr21",31722039,33196824,"3,42",1474785,"1,47","Bakoun-Sobory","Western","Boe","Western","312,99","33,90","847,58",847.58,847.58
"4026","Boe1-44","Fouta3-25","chr21",18084267,20506668,"10,08",2422401,"2,42","Bakoun-Sobory","Western","Boe","Western","312,99","20,64","516,02",516.02,516.02
"4027","Boe1-44","Fouta3-25","chr21",15215450,15503940,"3,68",288490,"0,29","Bakoun-Sobory","Western","Boe","Western","312,99","173,32","4332,91",4332.91,4332.91
"4028","Boe1-57","Fouta3-25","chr21",38200963,39891578,"8,64",1690615,"1,69","Bakoun-Sobory","Western","Boe","Western","312,99","29,58","739,38",739.38,739.38
"4029","Boe1-57","Fouta3-25","chr21",30525554,33196824,"18,03",2671270,"2,67","Bakoun-Sobory","Western","Boe","Western","312,99","18,72","467,94",467.94,467.94
"4030","Boe1-57","Fouta3-25","chr21",22917183,24108267,"4,12",1191084,"1,19","Bakoun-Sobory","Western","Boe","Western","312,99","41,98","1049,46",1049.46,1049.46
"4031","Boe1-57","Fouta3-25","chr21",27313470,27399023,"3,02",85553,"0,09","Bakoun-Sobory","Western","Boe","Western","312,99","584,43","14610,83",14610.83,14610.83
"4032","Boe1-71","Fouta3-25","chr21",17507762,18140823,"5",633061,"0,63","Bakoun-Sobory","Western","Boe","Western","312,99","78,98","1974,53",1974.53,1974.53
"4033","Boe1-71","Fouta3-25","chr21",28737866,32519573,"8,55",3781707,"3,78","Bakoun-Sobory","Western","Boe","Western","312,99","13,22","330,54",330.54,330.54
"4034","Boe1-71","Fouta3-25","chr21",22067985,23661992,"6,48",1594007,"1,59","Bakoun-Sobory","Western","Boe","Western","312,99","31,37","784,19",784.19,784.19
"4035","Boe2-10","Fouta3-25","chr21",27154956,27819150,"3,19",664194,"0,66","Bakoun-Sobory","Western","Boe","Western","312,99","75,28","1881,98",1881.98,1881.98
"4036","Boe2-11","Fouta3-25","chr21",28232509,28792887,"4,28",560378,"0,56","Bakoun-Sobory","Western","Boe","Western","312,99","89,23","2230,64",2230.64,2230.64
"4037","Boe2-11","Fouta3-25","chr21",22226470,24088266,"5,08",1861796,"1,86","Bakoun-Sobory","Western","Boe","Western","312,99","26,86","671,39",671.39,671.39
"4038","Boe2-11","Fouta3-25","chr21",18007081,18608827,"5,67",601746,"0,60","Bakoun-Sobory","Western","Boe","Western","312,99","83,09","2077,29",2077.29,2077.29
"4039","Boe2-11","Fouta3-25","chr21",38919878,39880859,"5,67",960981,"0,96","Bakoun-Sobory","Western","Boe","Western","312,99","52,03","1300,75",1300.75,1300.75
"4040","Boe2-18","Fouta3-25","chr21",26183323,27777238,"5,01",1593915,"1,59","Bakoun-Sobory","Western","Boe","Western","312,99","31,37","784,23",784.23,784.23
"4041","Boe2-18","Fouta3-25","chr21",19840094,21865586,"6,47",2025492,"2,03","Bakoun-Sobory","Western","Boe","Western","312,99","24,69","617,13",617.13,617.13
"4042","Boe2-18","Fouta3-25","chr21",38914998,39892024,"3,66",977026,"0,98","Bakoun-Sobory","Western","Boe","Western","312,99","51,18","1279,39",1279.39,1279.39
"4043","Boe2-22","Fouta3-25","chr21",15381743,16906412,"5,72",1524669,"1,52","Bakoun-Sobory","Western","Boe","Western","312,99","32,79","819,85",819.85,819.85
"4044","Boe2-22","Fouta3-25","chr21",28655200,30786799,"5,15",2131599,"2,13","Bakoun-Sobory","Western","Boe","Western","312,99","23,46","586,41",586.41,586.41
"4045","Boe2-22","Fouta3-25","chr21",25913204,27156167,"3,6",1242963,"1,24","Bakoun-Sobory","Western","Boe","Western","312,99","40,23","1005,66",1005.66,1005.66
"4046","Boe2-30","Fouta3-25","chr21",38759457,39891578,"5,82",1132121,"1,13","Bakoun-Sobory","Western","Boe","Western","312,99","44,16","1104,12",1104.12,1104.12
"4047","Boe2-30","Fouta3-25","chr21",46346890,46864239,"4,22",517349,"0,52","Bakoun-Sobory","Western","Boe","Western","312,99","96,65","2416,16",2416.16,2416.16
"4048","Boe2-39","Fouta3-25","chr21",31599387,32634456,"3,12",1035069,"1,04","Bakoun-Sobory","Western","Boe","Western","312,99","48,31","1207,65",1207.65,1207.65
"4049","Boe2-39","Fouta3-25","chr21",33809640,34274489,"3,36",464849,"0,46","Bakoun-Sobory","Western","Boe","Western","312,99","107,56","2689,05",2689.05,2689.05
"4050","Boe2-39","Fouta3-25","chr21",19793233,20589419,"4,62",796186,"0,80","Bakoun-Sobory","Western","Boe","Western","312,99","62,80","1569,98",1569.98,1569.98
"4051","Boe2-39","Fouta3-25","chr21",21388996,22037151,"3",648155,"0,65","Bakoun-Sobory","Western","Boe","Western","312,99","77,14","1928,55",1928.55,1928.55
"4052","Boe2-39","Fouta3-25","chr21",25121195,25966642,"5,2",845447,"0,85","Bakoun-Sobory","Western","Boe","Western","312,99","59,14","1478,51",1478.51,1478.51
"4053","Cnp1-36","Fouta3-25","chr21",33808228,34550216,"3,96",741988,"0,74","Bakoun-Sobory","Western","Comoe","Western","853,03","67,39","1684,66",1684.66,1684.66
"4054","CNPE1-7","Fouta3-25","chr21",44319248,44715615,"3,12",396367,"0,40","Bakoun-Sobory","Western","Comoe","Western","857,59","126,15","3153,64",3153.64,3153.64
"4055","CNPE1-7","Fouta3-25","chr21",40378402,41050729,"3,6",672327,"0,67","Bakoun-Sobory","Western","Comoe","Western","857,59","74,37","1859,21",1859.21,1859.21
"4056","CNPE1-7","Fouta3-25","chr21",33823313,34558447,"3,91",735134,"0,74","Bakoun-Sobory","Western","Comoe","Western","857,59","68,01","1700,37",1700.37,1700.37
"4057","Din1-53","Fouta3-25","chr21",25843507,27329882,"5,73",1486375,"1,49","Bakoun-Sobory","Western","Dindefelo","Western","149,80","33,64","840,97",840.97,840.97
"4058","Din1-53","Fouta3-25","chr21",35897427,39791337,"17,82",3893910,"3,89","Bakoun-Sobory","Western","Dindefelo","Western","149,80","12,84","321,01",321.01,321.01
"4059","Din1-6","Fouta3-25","chr21",17088628,17637561,"3,1",548933,"0,55","Bakoun-Sobory","Western","Dindefelo","Western","149,80","91,09","2277,14",2277.14,2277.14
"4060","Din1-6","Fouta3-25","chr21",37046520,38255292,"6,11",1208772,"1,21","Bakoun-Sobory","Western","Dindefelo","Western","149,80","41,36","1034,11",1034.11,1034.11
"4061","Din1-6","Fouta3-25","chr21",28479535,30259773,"7,5",1780238,"1,78","Bakoun-Sobory","Western","Dindefelo","Western","149,80","28,09","702,15",702.15,702.15
"4062","Din1-6","Fouta3-25","chr21",35935571,36389347,"3,38",453776,"0,45","Bakoun-Sobory","Western","Dindefelo","Western","149,80","110,19","2754,66",2754.66,2754.66
"4063","Din1-6","Fouta3-25","chr21",33205805,33460069,"3,51",254264,"0,25","Bakoun-Sobory","Western","Dindefelo","Western","149,80","196,65","4916,15",4916.15,4916.15
"4064","Din1-7","Fouta3-25","chr21",37865258,39791216,"5,33",1925958,"1,93","Bakoun-Sobory","Western","Dindefelo","Western","149,80","25,96","649,03",649.03,649.03
"4065","Din2-38","Fouta3-25","chr21",34041708,35766789,"7,59",1725081,"1,73","Bakoun-Sobory","Western","Dindefelo","Western","149,80","28,98","724,60",724.6,724.6
"4066","Djo1-13","Fouta3-25","chr21",27430556,28004017,"3,08",573461,"0,57","Bakoun-Sobory","Western","Djouroutou","Western","821,56","87,19","2179,75",2179.75,2179.75
"4067","Djo2-68","Fouta3-25","chr21",40348474,40787570,"3,14",439096,"0,44","Bakoun-Sobory","Western","Djouroutou","Western","821,56","113,87","2846,76",2846.76,2846.76
"4068","Fjn1-20","Fouta3-25","chr21",42152145,42647416,"3,57",495271,"0,50","Bakoun-Sobory","Western","Sobeya","Western","73,52","100,95","2523,87",2523.87,2523.87
"4069","Fjn1-21","Fouta3-25","chr21",42340461,42639831,"3,32",299370,"0,30","Bakoun-Sobory","Western","Sobeya","Western","73,52","167,02","4175,44",4175.44,4175.44
"4070","Fjn1-21","Fouta3-25","chr21",25174547,25713482,"4,1",538935,"0,54","Bakoun-Sobory","Western","Sobeya","Western","73,52","92,78","2319,39",2319.39,2319.39
"4071","Fjn1-21","Fouta3-25","chr21",46957466,47525482,"3,92",568016,"0,57","Bakoun-Sobory","Western","Sobeya","Western","73,52","88,03","2200,64",2200.64,2200.64
"4072","Fjn1-21","Fouta3-25","chr21",39725579,40276378,"3,89",550799,"0,55","Bakoun-Sobory","Western","Sobeya","Western","73,52","90,78","2269,43",2269.43,2269.43
"4073","Fjn1-21","Fouta3-25","chr21",21881717,22696054,"4,04",814337,"0,81","Bakoun-Sobory","Western","Sobeya","Western","73,52","61,40","1534,99",1534.99,1534.99
"4074","Fjn1-21","Fouta3-25","chr21",45863316,46153253,"3,28",289937,"0,29","Bakoun-Sobory","Western","Sobeya","Western","73,52","172,45","4311,28",4311.28,4311.28
"4075","Fjn1-42","Fouta3-25","chr21",14946861,15664369,"3,31",717508,"0,72","Bakoun-Sobory","Western","Sobeya","Western","73,52","69,69","1742,14",1742.14,1742.14
"4076","Fjn1-42","Fouta3-25","chr21",34324590,35667502,"4,02",1342912,"1,34","Bakoun-Sobory","Western","Sobeya","Western","73,52","37,23","930,81",930.81,930.81
"4077","Fjn1-42","Fouta3-25","chr21",19804974,23180861,"8,74",3375887,"3,38","Bakoun-Sobory","Western","Sobeya","Western","73,52","14,81","370,27",370.27,370.27
"4078","Fjn3-84","Fouta3-25","chr21",42145099,42675221,"4,44",530122,"0,53","Bakoun-Sobory","Western","Sobeya","Western","73,52","94,32","2357,95",2357.95,2357.95
"4079","Fjn3-84","Fouta3-25","chr21",43617570,44128050,"4,31",510480,"0,51","Bakoun-Sobory","Western","Sobeya","Western","73,52","97,95","2448,68",2448.68,2448.68
"4080","Fouta1-10","Fouta3-25","chr21",44106216,44999585,"5,06",893369,"0,89","Bakoun-Sobory","Western","Bakoun-Sobory","Western","0,00","55,97","1399,20",1399.2,1399.2
"4081","Fouta1-10","Fouta3-25","chr21",24786260,25265910,"3,3",479650,"0,48","Bakoun-Sobory","Western","Bakoun-Sobory","Western","0,00","104,24","2606,07",2606.07,2606.07
"4082","Fouta1-10","Fouta3-25","chr21",18395550,21480347,"12,34",3084797,"3,08","Bakoun-Sobory","Western","Bakoun-Sobory","Western","0,00","16,21","405,21",405.21,405.21
"4083","Fouta1-10","Fouta3-25","chr21",30789780,31836401,"3,47",1046621,"1,05","Bakoun-Sobory","Western","Bakoun-Sobory","Western","0,00","47,77","1194,32",1194.32,1194.32
"4084","Fouta1-10","Fouta3-25","chr21",25967485,27911782,"6,05",1944297,"1,94","Bakoun-Sobory","Western","Bakoun-Sobory","Western","0,00","25,72","642,91",642.91,642.91
"4085","Fouta1-17","Fouta3-25","chr21",20610160,24875596,"12,31",4265436,"4,27","Bakoun-Sobory","Western","Bakoun-Sobory","Western","0,00","11,72","293,05",293.05,293.05
"4086","Fouta1-17","Fouta3-25","chr21",38229138,38884840,"3,06",655702,"0,66","Bakoun-Sobory","Western","Bakoun-Sobory","Western","0,00","76,25","1906,35",1906.35,1906.35
"4087","Fouta1-17","Fouta3-25","chr21",28771058,31445772,"5,27",2674714,"2,67","Bakoun-Sobory","Western","Bakoun-Sobory","Western","0,00","18,69","467,34",467.34,467.34
"4088","Fouta2-8","Fouta3-25","chr21",43793100,44274766,"3,57",481666,"0,48","Bakoun-Sobory","Western","Bakoun-Sobory","Western","0,00","103,81","2595,16",2595.16,2595.16
"4089","Fouta2-8","Fouta3-25","chr21",28902834,33196824,"17,86",4293990,"4,29","Bakoun-Sobory","Western","Bakoun-Sobory","Western","0,00","11,64","291,10",291.1,291.1
"4090","Fouta2-8","Fouta3-25","chr21",23966994,24848636,"4,9",881642,"0,88","Bakoun-Sobory","Western","Bakoun-Sobory","Western","0,00","56,71","1417,81",1417.81,1417.81
"4091","Fouta2-8","Fouta3-25","chr21",35942816,36552647,"3,72",609831,"0,61","Bakoun-Sobory","Western","Bakoun-Sobory","Western","0,00","81,99","2049,75",2049.75,2049.75
"4092","Fouta2-8","Fouta3-25","chr21",38178295,40053940,"10,97",1875645,"1,88","Bakoun-Sobory","Western","Bakoun-Sobory","Western","0,00","26,66","666,44",666.44,666.44
"4093","Fouta3-1","Fouta3-25","chr21",32649123,33185024,"3,77",535901,"0,54","Bakoun-Sobory","Western","Bakoun-Sobory","Western","0,00","93,30","2332,52",2332.52,2332.52
"4094","Fouta3-1","Fouta3-25","chr21",25622826,28069727,"11,46",2446901,"2,45","Bakoun-Sobory","Western","Bakoun-Sobory","Western","0,00","20,43","510,85",510.85,510.85
"4095","Fouta3-1","Fouta3-25","chr21",16714765,21865586,"19,38",5150821,"5,15","Bakoun-Sobory","Western","Bakoun-Sobory","Western","0,00","9,71","242,68",242.68,242.68
"4096","Fouta3-37","Fouta3-25","chr21",35515228,37904526,"7,51",2389298,"2,39","Bakoun-Sobory","Western","Bakoun-Sobory","Western","0,00","20,93","523,17",523.17,523.17
"4097","Fouta3-37","Fouta3-25","chr21",22234361,26525624,"15,92",4291263,"4,29","Bakoun-Sobory","Western","Bakoun-Sobory","Western","0,00","11,65","291,29",291.29,291.29
"4098","Fouta3-40","Fouta3-25","chr21",30397758,32638842,"3,87",2241084,"2,24","Bakoun-Sobory","Western","Bakoun-Sobory","Western","0,00","22,31","557,77",557.77,557.77
"4099","Fouta3-40","Fouta3-25","chr21",22492375,26687380,"18,96",4195005,"4,20","Bakoun-Sobory","Western","Bakoun-Sobory","Western","0,00","11,92","297,97",297.97,297.97
"4100","Fouta3-40","Fouta3-25","chr21",38055656,40308686,"10,8",2253030,"2,25","Bakoun-Sobory","Western","Bakoun-Sobory","Western","0,00","22,19","554,81",554.81,554.81
"4101","Fouta3-40","Fouta3-25","chr21",18376409,20506668,"4,28",2130259,"2,13","Bakoun-Sobory","Western","Bakoun-Sobory","Western","0,00","23,47","586,78",586.78,586.78
"4102","Gbo1-27","Fouta3-25","chr21",33803846,34146919,"3,3",343073,"0,34","Bakoun-Sobory","Western","Grebo","Western","796,48","145,74","3643,54",3643.54,3643.54
"4103","Gbo1-41","Fouta3-25","chr21",42262594,42527551,"3,22",264957,"0,26","Bakoun-Sobory","Western","Grebo","Western","796,48","188,71","4717,75",4717.75,4717.75
"4104","Gbo1-86","Fouta3-25","chr21",20001771,20871885,"3,28",870114,"0,87","Bakoun-Sobory","Western","Grebo","Western","796,48","57,46","1436,59",1436.59,1436.59
"4105","Gbo2-10","Fouta3-25","chr21",31239418,31639534,"4,22",400116,"0,40","Bakoun-Sobory","Western","Grebo","Western","796,48","124,96","3124,09",3124.09,3124.09
"4106","Gbo2-85","Fouta3-25","chr21",22393709,22875931,"3,05",482222,"0,48","Bakoun-Sobory","Western","Grebo","Western","796,48","103,69","2592,17",2592.17,2592.17
"4107","Gbo2-85","Fouta3-25","chr21",31256359,31687061,"3,19",430702,"0,43","Bakoun-Sobory","Western","Grebo","Western","796,48","116,09","2902,24",2902.24,2902.24
"4108","Gbo3-2","Fouta3-25","chr21",36271067,36782293,"3,12",511226,"0,51","Bakoun-Sobory","Western","Grebo","Western","796,48","97,80","2445,10",2445.1,2445.1
"4109","Gco1-61","Fouta3-25","chr21",26167909,27530240,"3,17",1362331,"1,36","Bakoun-Sobory","Western","Sangaredi","Western","314,45","36,70","917,55",917.55,917.55
"4110","Gco2-8","Fouta3-25","chr21",19369742,21292805,"6,78",1923063,"1,92","Bakoun-Sobory","Western","Sangaredi","Western","314,45","26,00","650,00",650,650
